student_id,student_name,email,class,attendance,assignment_score,quiz_score,midterm_score,previous_result,study_hours_per_day,extracurricular_activities,final_score,grade,risk_level,timestamp
STU0191,Student_191,student191@school.edu,12B,85.44,86.14,87.79,83.33,75.82,4.8,0,79.96,B,Low,2026-01-16T16:37:39.297558
STU0192,Student_192,student192@school.edu,9B,95.03,37.85,88.01,93.2,47.13,4.3,1,65.99,C,Medium,2025-12-06T16:37:39.297558
STU0193,Student_193,student193@school.edu,12B,46.97,44.38,70.82,36.37,65.62,6.5,3,48.37,F,High,2025-11-25T16:37:39.297558
STU0194,Student_194,student194@school.edu,9A,73.53,77.09,51.57,31.52,50.27,0.0,1,49.97,F,High,2026-04-07T16:37:39.297558
STU0195,Student_195,student195@school.edu,12A,60.67,34.46,99.59,95.42,39.14,7.5,0,61.11,C,Medium,2026-03-15T16:37:39.297558
STU0196,Student_196,student196@school.edu,12A,62.47,92.39,61.4,94.2,57.65,0.6,5,74.78,B,Low,2026-01-19T16:37:39.297558
STU0197,Student_197,student197@school.edu,9B,50.71,67.61,67.02,80.95,48.36,0.0,0,61.55,C,Medium,2025-11-30T16:37:39.297558
STU0198,Student_198,student198@school.edu,12A,71.92,87.64,47.33,54.23,51.54,7.5,5,64.8,C,Medium,2025-10-31T16:37:39.297558
STU0199,Student_199,student199@school.edu,12A,76.9,95.54,92.23,46.85,39.04,4.8,3,66.95,C,Medium,2026-04-06T16:37:39.297558
STU0200,Student_200,student200@school.edu,10B,84.43,58.16,46.4,45.21,86.82,0.5,4,65.72,C,Medium,2025-11-22T16:37:39.297558
STU0201,Student_201,student201@school.edu,11B,74.65,84.08,87.29,46.58,87.58,7.9,4,72.97,B,Low,2026-04-03T16:37:39.297558
STU0202,Student_202,student202@school.edu,10A,77.56,59.9,64.69,98.06,91.5,5.4,4,78.73,B,Low,2026-03-11T16:37:39.297558
STU0203,Student_203,student203@school.edu,11A,62.59,82.81,63.15,89.45,53.04,5.7,3,75.26,B,Low,2026-01-02T16:37:39.297558
STU0204,Student_204,student204@school.edu,10A,63.31,47.85,53.12,35.53,61.99,3.0,4,51.3,D,Medium,2026-02-09T16:37:39.297558
STU0205,Student_205,student205@school.edu,12A,80.42,72.2,91.15,43.17,80.7,5.8,4,68.03,C,Medium,2026-01-23T16:37:39.297558
STU0206,Student_206,student206@school.edu,11A,97.42,31.07,95.6,97.35,42.04,8.0,3,76.51,B,Low,2025-10-20T16:37:39.297558
STU0207,Student_207,student207@school.edu,10B,63.8,46.75,52.51,49.81,62.98,5.2,2,50.26,D,Medium,2025-12-08T16:37:39.297558
STU0208,Student_208,student208@school.edu,12B,67.96,86.2,80.57,83.31,54.21,1.6,2,68.5,C,Medium,2025-11-25T16:37:39.297558
STU0209,Student_209,student209@school.edu,10B,84.48,31.14,68.73,70.88,78.2,2.4,1,61.02,C,Medium,2026-01-11T16:37:39.297558
STU0210,Student_210,student210@school.edu,10B,69.96,75.82,77.94,48.01,84.3,7.7,5,74.06,B,Low,2026-01-18T16:37:39.297558
STU0211,Student_211,student211@school.edu,10A,48.4,68.26,42.88,92.26,94.42,7.7,4,71.0,B,Low,2025-10-29T16:37:39.297558
STU0212,Student_212,student212@school.edu,9A,85.86,58.87,88.98,46.2,77.43,0.1,4,64.42,C,Medium,2025-11-06T16:37:39.297558
STU0213,Student_213,student213@school.edu,12B,79.56,31.1,67.25,58.79,36.0,5.8,4,56.03,D,Medium,2025-10-22T16:37:39.297558
STU0214,Student_214,student214@school.edu,12A,88.37,93.68,37.49,36.74,43.93,1.5,4,52.76,D,Medium,2026-01-07T16:37:39.297558
STU0215,Student_215,student215@school.edu,9B,62.38,58.42,69.55,99.32,48.55,5.5,0,66.07,C,Medium,2026-04-10T16:37:39.297558
STU0216,Student_216,student216@school.edu,9B,64.32,56.4,63.32,74.57,77.17,0.7,3,66.32,C,Medium,2026-03-25T16:37:39.297558
STU0217,Student_217,student217@school.edu,9A,53.79,93.09,78.46,69.67,51.27,7.4,5,74.6,B,Low,2025-11-25T16:37:39.297558
STU0218,Student_218,student218@school.edu,9A,50.76,89.53,31.1,44.5,43.65,6.6,3,56.41,D,Medium,2025-11-25T16:37:39.297558
STU0219,Student_219,student219@school.edu,10B,74.0,89.46,77.39,67.84,58.03,5.9,5,74.57,B,Low,2026-01-20T16:37:39.297558
STU0220,Student_220,student220@school.edu,9A,45.86,46.25,35.32,72.36,71.83,4.8,2,49.87,F,High,2026-02-08T16:37:39.297558
STU0221,Student_221,student221@school.edu,12B,69.44,54.91,95.88,60.23,75.78,5.3,0,69.72,C,Medium,2026-02-14T16:37:39.297558
STU0222,Student_222,student222@school.edu,9B,44.92,40.8,79.82,74.37,79.38,2.5,0,54.98,D,Medium,2025-12-26T16:37:39.297558
STU0223,Student_223,student223@school.edu,11B,85.68,37.16,36.11,60.17,68.42,4.1,0,49.73,F,High,2026-03-26T16:37:39.297558
STU0224,Student_224,student224@school.edu,11B,91.82,30.86,58.97,84.54,78.49,4.5,1,67.94,C,Medium,2026-03-06T16:37:39.297558
STU0225,Student_225,student225@school.edu,12A,50.17,48.82,48.79,40.22,45.03,2.2,2,41.31,F,High,2026-03-30T16:37:39.297558
STU0226,Student_226,student226@school.edu,11B,55.1,47.26,73.75,71.57,46.73,0.9,2,48.24,F,High,2026-01-07T16:37:39.297558
STU0227,Student_227,student227@school.edu,11B,90.5,56.59,90.35,60.82,60.84,6.6,5,73.84,B,Low,2026-01-26T16:37:39.297558
STU0228,Student_228,student228@school.edu,10B,68.74,42.43,57.88,52.34,79.09,5.1,4,62.47,C,Medium,2026-02-06T16:37:39.297558
STU0229,Student_229,student229@school.edu,12A,61.9,95.24,43.99,99.81,45.8,6.1,0,73.12,B,Low,2026-02-24T16:37:39.297558
STU0230,Student_230,student230@school.edu,12B,87.86,88.19,34.84,89.35,82.7,5.4,1,78.56,B,Low,2026-02-16T16:37:39.297558
STU0231,Student_231,student231@school.edu,11A,79.52,80.07,85.24,35.18,94.44,3.8,3,73.36,B,Low,2025-10-23T16:37:39.297558
STU0232,Student_232,student232@school.edu,12A,72.62,85.35,55.17,92.69,67.21,5.1,0,69.54,C,Medium,2025-10-30T16:37:39.297558
STU0233,Student_233,student233@school.edu,11B,49.98,72.89,69.43,75.15,73.8,7.7,2,73.36,B,Low,2025-12-29T16:37:39.297558
STU0234,Student_234,student234@school.edu,9B,40.63,48.11,65.75,66.32,69.83,4.6,3,57.17,D,Medium,2025-10-27T16:37:39.297558
STU0235,Student_235,student235@school.edu,10A,60.7,31.72,37.32,59.12,92.7,0.9,5,51.95,D,Medium,2025-12-23T16:37:39.297558
STU0236,Student_236,student236@school.edu,10B,71.27,54.38,36.83,80.54,62.15,0.5,0,60.47,C,Medium,2026-01-21T16:37:39.297558
STU0237,Student_237,student237@school.edu,9B,80.63,41.5,98.87,47.07,45.47,1.3,4,55.04,D,Medium,2026-01-05T16:37:39.297558
STU0238,Student_238,student238@school.edu,10A,51.18,76.01,57.69,81.62,87.99,3.6,3,71.67,B,Low,2026-02-25T16:37:39.297558
STU0239,Student_239,student239@school.edu,11A,85.14,86.61,34.38,37.12,87.32,1.5,2,59.02,D,Medium,2026-03-20T16:37:39.297558
STU0240,Student_240,student240@school.edu,11A,80.24,64.26,97.61,51.94,58.32,3.1,0,60.49,C,Medium,2025-11-11T16:37:39.297558
STU0241,Student_241,student241@school.edu,10A,88.82,79.42,50.82,73.01,40.09,1.1,0,57.76,D,Medium,2026-01-13T16:37:39.297558
STU0242,Student_242,student242@school.edu,10A,70.65,59.28,39.65,56.86,46.15,5.1,5,58.9,D,Medium,2026-03-05T16:37:39.297558
STU0243,Student_243,student243@school.edu,10A,69.38,39.82,52.02,61.57,38.22,2.9,0,46.88,F,High,2026-01-10T16:37:39.297558
STU0244,Student_244,student244@school.edu,12B,64.55,64.42,79.71,61.07,45.04,4.5,1,56.19,D,Medium,2026-02-07T16:37:39.297558
STU0245,Student_245,student245@school.edu,10B,72.26,41.77,62.01,81.98,80.96,4.4,0,66.71,C,Medium,2025-11-30T16:37:39.297558
STU0246,Student_246,student246@school.edu,11B,72.52,82.98,83.2,60.9,48.11,3.4,5,69.68,C,Medium,2026-02-01T16:37:39.297558
STU0247,Student_247,student247@school.edu,9A,66.98,54.4,87.17,60.73,94.64,6.2,1,68.27,C,Medium,2025-11-19T16:37:39.297558
STU0248,Student_248,student248@school.edu,11B,91.66,72.72,59.97,73.13,82.09,6.5,0,74.65,B,Low,2025-11-17T16:37:39.297558
STU0249,Student_249,student249@school.edu,10A,59.42,79.28,50.25,48.71,86.48,7.9,5,69.79,C,Medium,2026-01-03T16:37:39.297558
STU0250,Student_250,student250@school.edu,9A,99.55,90.69,38.88,90.63,49.98,5.7,1,75.22,B,Low,2025-10-27T16:37:39.297558
STU0251,Student_251,student251@school.edu,12A,69.37,70.42,48.81,59.0,62.12,5.1,0,57.3,D,Medium,2025-10-23T16:37:39.297558
STU0252,Student_252,student252@school.edu,11B,67.28,64.16,70.74,90.82,85.83,0.7,3,76.33,B,Low,2026-04-02T16:37:39.298560
STU0253,Student_253,student253@school.edu,12A,53.07,60.08,44.83,48.8,84.7,2.7,4,54.99,D,Medium,2026-01-21T16:37:39.298560
STU0254,Student_254,student254@school.edu,9A,42.76,73.83,88.57,31.14,90.77,1.3,3,57.72,D,Medium,2026-02-26T16:37:39.298560
STU0255,Student_255,student255@school.edu,10A,92.93,51.13,91.21,91.36,40.6,2.9,0,64.44,C,Medium,2026-03-07T16:37:39.298560
STU0256,Student_256,student256@school.edu,9A,63.78,51.39,78.96,46.39,74.33,5.6,0,56.74,D,Medium,2025-11-18T16:37:39.298560
STU0257,Student_257,student257@school.edu,10B,71.17,61.15,30.56,54.05,42.24,6.9,5,47.86,F,High,2026-01-10T16:37:39.298560
STU0258,Student_258,student258@school.edu,9B,83.85,37.17,51.93,91.67,43.23,6.2,1,61.55,C,Medium,2025-10-27T16:37:39.298560
STU0259,Student_259,student259@school.edu,10A,44.1,69.43,72.72,41.49,56.07,1.7,5,49.27,F,High,2025-10-25T16:37:39.298560
STU0260,Student_260,student260@school.edu,12B,91.6,36.07,37.03,82.67,70.37,3.1,3,60.99,C,Medium,2026-02-07T16:37:39.298560
STU0261,Student_261,student261@school.edu,9B,54.89,72.07,80.48,49.94,91.48,0.2,5,69.62,C,Medium,2025-11-14T16:37:39.298560
STU0262,Student_262,student262@school.edu,10B,84.87,50.69,33.82,92.85,92.28,4.0,0,67.61,C,Medium,2026-03-31T16:37:39.298560
STU0263,Student_263,student263@school.edu,9A,99.21,95.37,39.24,90.26,69.1,2.9,5,75.15,B,Low,2026-03-31T16:37:39.298560
STU0264,Student_264,student264@school.edu,9A,75.24,30.97,45.1,94.58,91.92,3.2,2,68.74,C,Medium,2025-12-11T16:37:39.298560
STU0265,Student_265,student265@school.edu,12A,65.41,58.16,74.84,67.64,44.16,0.7,0,55.19,D,Medium,2026-03-10T16:37:39.298560
STU0266,Student_266,student266@school.edu,11B,63.44,74.4,88.42,77.67,38.97,5.6,5,70.72,B,Low,2026-02-15T16:37:39.298560
STU0267,Student_267,student267@school.edu,9B,95.48,38.12,72.86,33.85,74.96,5.3,1,54.51,D,Medium,2026-03-14T16:37:39.298560
STU0268,Student_268,student268@school.edu,9A,49.83,96.71,66.61,84.81,78.25,1.3,1,75.05,B,Low,2026-02-09T16:37:39.298560
STU0269,Student_269,student269@school.edu,9B,86.29,32.05,86.5,49.04,38.83,5.7,4,55.9,D,Medium,2025-12-09T16:37:39.298560
STU0270,Student_270,student270@school.edu,11B,43.33,90.16,41.68,41.01,81.4,7.2,5,63.63,C,Medium,2025-12-09T16:37:39.298560
STU0271,Student_271,student271@school.edu,9A,42.64,90.4,47.12,63.02,57.98,1.2,0,55.29,D,Medium,2025-11-02T16:37:39.298560
STU0272,Student_272,student272@school.edu,12A,53.47,47.38,94.11,52.4,84.56,4.6,0,61.17,C,Medium,2026-03-04T16:37:39.298560
STU0273,Student_273,student273@school.edu,10B,88.26,98.7,96.79,34.82,62.91,2.3,2,66.44,C,Medium,2025-11-28T16:37:39.298560
STU0274,Student_274,student274@school.edu,12B,40.48,44.05,69.47,51.27,72.36,3.7,4,60.24,C,Medium,2026-02-27T16:37:39.298560
STU0275,Student_275,student275@school.edu,10B,49.03,95.27,31.67,67.91,73.16,5.5,0,68.52,C,Medium,2025-11-01T16:37:39.298560
STU0276,Student_276,student276@school.edu,12A,90.94,80.91,37.28,67.09,49.29,3.9,0,66.24,C,Medium,2026-02-06T16:37:39.298560
STU0277,Student_277,student277@school.edu,9B,42.63,46.2,89.19,58.91,88.73,3.7,5,59.32,D,Medium,2026-03-15T16:37:39.298560
STU0278,Student_278,student278@school.edu,12A,44.49,69.75,60.45,97.5,49.21,2.1,2,66.02,C,Medium,2026-01-08T16:37:39.298560
STU0279,Student_279,student279@school.edu,11B,59.08,49.04,35.23,44.19,81.8,4.7,1,48.76,F,High,2025-12-24T16:37:39.298560
STU0280,Student_280,student280@school.edu,12B,58.84,38.45,55.08,83.92,62.12,3.7,0,52.2,D,Medium,2026-01-31T16:37:39.298560
STU0281,Student_281,student281@school.edu,9A,52.9,89.96,40.38,79.78,93.1,3.2,0,72.67,B,Low,2026-03-05T16:37:39.298560
STU0282,Student_282,student282@school.edu,9A,97.13,89.82,68.92,68.51,40.68,0.8,1,61.84,C,Medium,2026-04-03T16:37:39.298560
STU0283,Student_283,student283@school.edu,10B,47.84,87.66,56.06,74.12,73.68,4.7,2,71.31,B,Low,2026-03-30T16:37:39.298560
STU0284,Student_284,student284@school.edu,9A,99.83,43.84,75.22,86.65,40.52,6.8,2,62.29,C,Medium,2025-12-21T16:37:39.298560
STU0285,Student_285,student285@school.edu,9A,50.08,70.17,87.52,57.65,36.77,5.5,1,54.42,D,Medium,2026-03-02T16:37:39.298560
STU0286,Student_286,student286@school.edu,11A,56.79,91.84,32.43,73.34,49.75,2.4,3,64.09,C,Medium,2026-03-27T16:37:39.298560
STU0287,Student_287,student287@school.edu,11A,62.98,59.35,74.99,85.8,49.95,8.0,4,71.81,B,Low,2026-01-17T16:37:39.298560
STU0288,Student_288,student288@school.edu,12B,72.67,63.93,93.89,65.17,58.3,1.4,2,65.03,C,Medium,2026-04-11T16:37:39.298560
STU0289,Student_289,student289@school.edu,11A,43.52,99.41,67.06,83.68,94.98,7.8,0,77.06,B,Low,2025-12-03T16:37:39.298560
STU0290,Student_290,student290@school.edu,9A,85.84,96.35,70.3,98.79,58.31,7.5,1,78.18,B,Low,2025-11-18T16:37:39.298560
STU0291,Student_291,student291@school.edu,11B,88.37,78.83,93.98,31.97,77.03,7.6,4,69.24,C,Medium,2025-12-13T16:37:39.298560
STU0292,Student_292,student292@school.edu,11A,50.53,32.66,33.93,72.12,36.2,3.8,2,47.01,F,High,2026-02-26T16:37:39.298560
STU0293,Student_293,student293@school.edu,10A,60.45,42.42,86.17,90.78,38.57,1.2,5,64.63,C,Medium,2025-12-05T16:37:39.298560
STU0294,Student_294,student294@school.edu,11B,97.63,56.15,95.93,57.69,41.06,2.4,1,66.17,C,Medium,2025-12-28T16:37:39.298560
STU0295,Student_295,student295@school.edu,12B,78.95,42.19,97.81,78.55,90.73,6.3,1,77.51,B,Low,2026-03-05T16:37:39.298560
STU0296,Student_296,student296@school.edu,12A,58.41,78.19,38.91,81.02,91.93,7.6,3,78.58,B,Low,2025-11-24T16:37:39.298560
STU0297,Student_297,student297@school.edu,9A,50.92,52.28,86.62,72.8,73.38,0.8,3,61.21,C,Medium,2026-02-17T16:37:39.298560
STU0298,Student_298,student298@school.edu,11B,98.94,41.75,91.97,36.21,77.54,5.1,2,63.06,C,Medium,2026-02-10T16:37:39.298560
STU0299,Student_299,student299@school.edu,10B,54.97,34.75,47.97,37.56,35.08,3.1,5,37.27,F,High,2026-01-03T16:37:39.298560
STU0300,Student_300,student300@school.edu,12B,92.91,54.59,56.27,88.02,82.32,4.6,5,72.8,B,Low,2026-04-10T16:37:39.298560
STU0301,Student_301,student301@school.edu,11A,41.2,48.28,37.33,53.93,88.28,1.3,0,50.49,D,Medium,2026-03-26T16:37:39.299149
STU0302,Student_302,student302@school.edu,11B,75.64,72.96,63.79,32.17,91.55,1.3,3,59.62,D,Medium,2026-02-25T16:37:39.299149
STU0303,Student_303,student303@school.edu,10B,64.56,68.79,94.79,67.81,74.64,2.4,0,63.54,C,Medium,2025-12-14T16:37:39.299149
STU0304,Student_304,student304@school.edu,10A,43.27,30.27,36.13,87.67,72.51,3.8,0,49.35,F,High,2026-02-03T16:37:39.299149
STU0305,Student_305,student305@school.edu,9B,68.41,38.09,84.94,62.97,88.69,2.1,5,66.13,C,Medium,2026-01-11T16:37:39.299149
STU0306,Student_306,student306@school.edu,11B,51.19,33.12,60.78,48.44,85.22,4.5,1,56.36,D,Medium,2025-10-30T16:37:39.299149
STU0307,Student_307,student307@school.edu,9B,45.14,54.07,67.9,97.95,70.38,4.4,3,71.71,B,Low,2025-12-02T16:37:39.299149
STU0308,Student_308,student308@school.edu,12B,74.36,46.49,50.92,57.64,86.24,0.3,4,65.43,C,Medium,2025-10-27T16:37:39.299149
STU0309,Student_309,student309@school.edu,10A,47.22,83.0,42.1,98.91,93.33,6.5,1,71.67,B,Low,2026-03-29T16:37:39.299149
STU0310,Student_310,student310@school.edu,12A,52.12,87.58,40.35,71.65,54.18,5.8,0,55.43,D,Medium,2025-11-28T16:37:39.299149
STU0311,Student_311,student311@school.edu,11B,91.4,66.38,94.2,30.87,77.02,4.7,3,63.31,C,Medium,2025-11-24T16:37:39.299149
STU0312,Student_312,student312@school.edu,9B,95.5,69.39,37.07,50.03,67.14,2.8,3,59.68,D,Medium,2025-11-23T16:37:39.299149
STU0313,Student_313,student313@school.edu,12B,42.25,49.28,40.07,72.61,76.62,0.3,2,55.64,D,Medium,2026-04-06T16:37:39.299149
STU0314,Student_314,student314@school.edu,12B,95.25,92.79,31.42,87.22,53.18,2.2,3,74.91,B,Low,2026-02-19T16:37:39.299149
STU0315,Student_315,student315@school.edu,10A,58.03,82.06,84.18,52.46,78.73,4.8,0,64.3,C,Medium,2026-01-04T16:37:39.299149
STU0316,Student_316,student316@school.edu,12B,85.57,90.7,87.47,66.07,44.54,2.5,4,69.67,C,Medium,2025-12-05T16:37:39.299149
STU0317,Student_317,student317@school.edu,9A,50.42,91.26,44.05,34.03,36.98,0.4,2,46.65,F,High,2026-02-07T16:37:39.299149
STU0318,Student_318,student318@school.edu,11B,89.41,65.36,74.48,38.67,36.83,3.0,4,55.61,D,Medium,2025-12-18T16:37:39.299149
STU0319,Student_319,student319@school.edu,11B,60.65,88.64,48.11,88.16,40.42,0.2,0,56.14,D,Medium,2026-02-23T16:37:39.299149
STU0320,Student_320,student320@school.edu,10B,78.84,77.44,48.84,58.67,36.2,6.2,5,54.79,D,Medium,2025-11-04T16:37:39.299149
STU0321,Student_321,student321@school.edu,10A,76.07,30.59,47.67,86.36,53.33,7.7,5,59.56,D,Medium,2026-01-19T16:37:39.299149
STU0322,Student_322,student322@school.edu,12B,55.12,62.67,77.4,87.7,58.83,0.8,4,71.72,B,Low,2026-01-13T16:37:39.299149
STU0323,Student_323,student323@school.edu,11A,57.91,37.57,34.47,99.19,73.44,6.9,2,64.7,C,Medium,2025-11-03T16:37:39.299149
STU0324,Student_324,student324@school.edu,11A,51.3,66.21,46.82,33.97,86.44,6.5,3,60.28,C,Medium,2026-04-12T16:37:39.299149
STU0325,Student_325,student325@school.edu,12B,99.85,48.16,59.3,57.18,37.12,5.7,4,60.49,C,Medium,2026-02-21T16:37:39.299149
STU0326,Student_326,student326@school.edu,12B,94.39,77.03,65.51,89.18,85.44,7.0,1,80.27,A,Low,2025-12-19T16:37:39.299149
STU0327,Student_327,student327@school.edu,10A,84.46,80.76,69.13,93.88,91.82,7.2,5,82.46,A,Low,2026-01-30T16:37:39.299149
STU0328,Student_328,student328@school.edu,12A,87.29,53.19,48.24,50.58,86.07,3.8,5,66.02,C,Medium,2026-03-31T16:37:39.299149
STU0329,Student_329,student329@school.edu,12B,93.37,65.03,90.72,56.72,52.9,0.4,1,59.54,D,Medium,2026-02-26T16:37:39.299149
STU0330,Student_330,student330@school.edu,11B,64.55,69.86,93.46,62.03,53.98,5.7,0,63.26,C,Medium,2026-03-04T16:37:39.299149
STU0331,Student_331,student331@school.edu,11B,78.07,30.33,49.15,83.28,45.12,6.1,3,61.11,C,Medium,2026-03-16T16:37:39.299149
STU0332,Student_332,student332@school.edu,12A,78.01,58.24,97.57,56.83,37.26,1.6,2,61.64,C,Medium,2026-01-26T16:37:39.299149
STU0333,Student_333,student333@school.edu,10B,41.07,30.29,81.35,45.84,87.62,2.5,0,51.02,D,Medium,2026-03-07T16:37:39.299149
STU0334,Student_334,student334@school.edu,9B,89.43,50.87,50.36,80.95,70.78,2.7,5,72.23,B,Low,2025-12-14T16:37:39.299149
STU0335,Student_335,student335@school.edu,11B,85.01,41.54,93.48,86.84,36.15,1.8,1,58.82,D,Medium,2026-04-13T16:37:39.299149
STU0336,Student_336,student336@school.edu,10A,47.39,79.78,85.45,56.26,73.42,6.2,4,64.78,C,Medium,2025-10-31T16:37:39.299149
STU0337,Student_337,student337@school.edu,9B,79.21,31.38,78.28,59.17,57.82,4.4,3,59.98,D,Medium,2025-10-25T16:37:39.299149
STU0338,Student_338,student338@school.edu,9A,58.07,76.32,76.37,48.9,71.34,1.1,0,59.36,D,Medium,2026-02-05T16:37:39.299149
STU0339,Student_339,student339@school.edu,9B,87.09,64.84,72.63,84.46,84.89,7.8,2,80.96,A,Low,2026-02-02T16:37:39.299149
STU0340,Student_340,student340@school.edu,10A,42.36,64.74,44.54,95.32,54.84,0.0,5,54.67,D,Medium,2025-11-23T16:37:39.299149
STU0341,Student_341,student341@school.edu,12B,48.95,36.31,65.82,80.65,41.08,2.0,1,49.88,F,High,2026-02-02T16:37:39.299149
STU0342,Student_342,student342@school.edu,11A,67.86,36.99,42.23,32.76,52.43,6.4,2,42.93,F,High,2026-03-20T16:37:39.299149
STU0343,Student_343,student343@school.edu,9B,91.07,92.32,30.68,39.69,73.83,2.6,3,67.67,C,Medium,2026-03-26T16:37:39.299149
STU0344,Student_344,student344@school.edu,11B,88.9,42.8,58.05,97.36,51.31,3.1,3,69.82,C,Medium,2026-03-07T16:37:39.299149
STU0345,Student_345,student345@school.edu,9B,47.95,80.85,98.71,89.1,41.22,7.3,3,74.82,B,Low,2026-03-03T16:37:39.299149
STU0346,Student_346,student346@school.edu,12A,86.75,72.8,90.38,91.6,78.64,7.1,3,88.34,A,Low,2026-01-03T16:37:39.299149
STU0347,Student_347,student347@school.edu,12B,42.76,48.31,52.0,79.32,75.68,6.1,4,64.17,C,Medium,2025-10-29T16:37:39.299149
STU0348,Student_348,student348@school.edu,11B,71.15,78.18,73.28,60.3,78.6,3.9,5,72.51,B,Low,2025-11-27T16:37:39.299149
STU0349,Student_349,student349@school.edu,9A,40.7,95.41,65.39,62.85,64.75,1.3,3,61.59,C,Medium,2026-02-06T16:37:39.299149
STU0350,Student_350,student350@school.edu,9A,70.42,68.53,56.5,87.2,39.73,3.6,4,63.43,C,Medium,2025-12-25T16:37:39.299149
STU0351,Student_351,student351@school.edu,11B,47.12,64.82,75.74,37.19,59.74,4.5,0,54.23,D,Medium,2025-11-11T16:37:39.299149
STU0352,Student_352,student352@school.edu,11A,93.41,69.36,75.82,61.93,55.45,6.6,1,71.06,B,Low,2026-01-24T16:37:39.299149
STU0353,Student_353,student353@school.edu,12B,83.0,55.43,61.68,36.82,74.53,0.0,2,58.64,D,Medium,2026-02-03T16:37:39.299149
STU0354,Student_354,student354@school.edu,11B,82.13,33.2,41.49,39.83,78.01,5.8,0,50.12,D,Medium,2026-03-19T16:37:39.299149
STU0355,Student_355,student355@school.edu,12A,52.94,87.72,43.34,53.66,80.43,0.4,5,65.53,C,Medium,2025-12-24T16:37:39.299149
STU0356,Student_356,student356@school.edu,12B,79.51,96.93,39.42,64.92,66.82,0.4,3,70.42,B,Low,2025-12-09T16:37:39.299149
STU0357,Student_357,student357@school.edu,10A,81.51,42.16,87.07,37.25,74.45,4.8,2,59.38,D,Medium,2026-01-10T16:37:39.299149
STU0358,Student_358,student358@school.edu,12A,98.77,94.11,83.37,49.15,92.82,7.8,3,85.81,A,Low,2025-11-15T16:37:39.299149
STU0359,Student_359,student359@school.edu,11A,90.58,68.35,51.97,81.58,68.21,1.7,1,69.65,C,Medium,2026-02-03T16:37:39.299149
STU0360,Student_360,student360@school.edu,11B,95.27,39.29,79.73,98.26,45.67,4.3,5,67.15,C,Medium,2026-01-18T16:37:39.299149
STU0361,Student_361,student361@school.edu,12B,74.97,95.99,79.71,77.2,88.63,4.3,3,86.26,A,Low,2026-04-12T16:37:39.299149
STU0362,Student_362,student362@school.edu,12A,48.72,76.92,43.99,82.51,44.66,2.3,2,53.13,D,Medium,2026-04-03T16:37:39.299149
STU0363,Student_363,student363@school.edu,11A,52.24,67.88,55.11,61.68,71.97,5.4,4,66.8,C,Medium,2025-11-26T16:37:39.299149
STU0364,Student_364,student364@school.edu,12A,54.26,84.9,85.92,50.13,74.87,7.4,3,69.86,C,Medium,2025-10-25T16:37:39.299149
STU0365,Student_365,student365@school.edu,11B,97.95,33.77,82.06,44.22,87.13,6.9,3,71.99,B,Low,2025-10-20T16:37:39.299149
STU0366,Student_366,student366@school.edu,11B,85.31,68.26,72.24,84.33,92.86,2.4,1,82.67,A,Low,2026-03-30T16:37:39.299149
STU0367,Student_367,student367@school.edu,10A,97.75,81.46,38.35,32.84,51.75,2.1,1,54.97,D,Medium,2026-02-12T16:37:39.299149
STU0368,Student_368,student368@school.edu,9A,59.83,79.68,40.84,40.76,54.36,0.4,5,52.88,D,Medium,2025-12-14T16:37:39.299149
STU0369,Student_369,student369@school.edu,11B,44.37,79.54,66.78,96.99,66.24,6.3,1,70.56,B,Low,2025-12-02T16:37:39.299149
STU0370,Student_370,student370@school.edu,12A,45.52,45.48,44.93,53.23,56.65,1.7,4,48.59,F,High,2025-11-03T16:37:39.299149
STU0371,Student_371,student371@school.edu,9A,46.88,54.22,46.82,74.96,90.12,2.0,0,62.72,C,Medium,2026-03-20T16:37:39.300154
STU0372,Student_372,student372@school.edu,12A,55.4,80.68,31.73,66.18,81.23,4.1,4,63.42,C,Medium,2025-11-03T16:37:39.300154
STU0373,Student_373,student373@school.edu,10B,59.22,35.76,36.72,98.01,81.4,4.3,5,61.4,C,Medium,2026-02-23T16:37:39.300154
STU0374,Student_374,student374@school.edu,12A,90.14,44.39,88.01,91.5,79.48,3.5,0,77.53,B,Low,2025-12-22T16:37:39.300154
STU0375,Student_375,student375@school.edu,11B,42.27,35.13,42.46,47.63,39.23,6.6,2,38.69,F,High,2025-12-24T16:37:39.300154
STU0376,Student_376,student376@school.edu,12A,65.98,31.18,77.13,67.44,73.49,4.9,5,63.69,C,Medium,2026-03-31T16:37:39.300154
STU0377,Student_377,student377@school.edu,11B,95.68,37.43,85.08,51.09,40.19,6.1,3,57.62,D,Medium,2026-04-11T16:37:39.300154
STU0378,Student_378,student378@school.edu,12B,49.38,45.39,82.27,85.77,85.97,2.4,5,66.21,C,Medium,2025-11-04T16:37:39.300154
STU0379,Student_379,student379@school.edu,11B,97.44,30.78,91.23,39.9,37.51,4.6,3,54.91,D,Medium,2026-01-30T16:37:39.300154
STU0380,Student_380,student380@school.edu,10B,84.9,93.25,54.07,58.89,73.76,4.1,1,66.81,C,Medium,2025-11-12T16:37:39.300154
STU0381,Student_381,student381@school.edu,11A,51.66,42.7,85.98,89.66,86.08,7.5,4,73.71,B,Low,2026-02-03T16:37:39.300154
